,index,brand_name,model_name,price,rating,processor_brand,processor_name,processor_core,processor_threads,ram,ram_type,hdd,ssd,gpu_brand,gpu_model,gpu_size,screen_size,scree_resolution,Touch_screen,os,warranty
959,961,ACER,TRAVELMATE,54999,65.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
960,962,ACER,TRAVELMATE,42499,54.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
961,963,LENOVO,V,38490,50.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,1024,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,
962,964,HUAWEI,MATEBOOK,149990,72.0,INTEL,CORE I7 12700H,14 CORES,20,16,,0,512,INTEL,INTEGRATED IRIS,,16.0, 2520 x 1680 ,1,WINDOWS 11,12
963,965,ASUS,VIVOBOOK,40990,55.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
964,966,ACER,EXTENSA,32990,54.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,256,INTEL,UHD,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
965,967,LENOVO,IDEAPAD,78890,72.0,INTEL,CORE I5 11320H,QUAD CORE,8,16,DDR4,1024,256,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,
966,968,DELL,INSPIRON,61990,67.0,AMD,RYZEN 7  5825U,OCTA CORE,16,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
967,969,ACER,ASPIRE,52490,56.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
968,970,HUAWEI,MATEBOOK,95990,69.0,INTEL,CORE I7 12700H,14 CORES,20,16,,0,512,INTEL,INTEGRATED IRIS,,16.0, 1920 x 1200 ,1,WINDOWS 11,12
969,971,LENOVO,IDEAPAD,42999,61.0,AMD,RYZEN 5 3500U,QUAD CORE,8,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
970,972,DELL,INSPIRON,75290,54.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,14.0, 1920 x 1200 ,1,WINDOWS 11,12
971,973,DELL,INSPIRON,86990,57.0,INTEL,CORE I5 1235U,10 CORES,12,8,DDR4,0,512,NVIDIA,GEFORCE MX,2,14.0, 1920 x 1200 ,1,WINDOWS 11,12
972,974,ASUS,VIVOBOOK,84990,63.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
973,975,ACER,PREDATOR,224990,87.0,INTEL,CORE I7 12700H,14 CORES,20,32,LPDDR5,0,2,NVIDIA,GEFORCE RTX,8,16.0, 2560 x 1600 ,0,WINDOWS 11,12
974,976,LENOVO,THINKPAD,49990,49.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
975,977,DELL,INSPIRON,101730,63.0,INTEL,CORE I7 1255U,10 CORES,12,16,DDR4,0,512,NVIDIA,GEFORCE MX,2,14.0, 1920 x 1200 ,1,WINDOWS 11,12
976,978,DELL,INSPIRON,88490,61.0,INTEL,CORE I5 1235U,10 CORES,12,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,16.0, 1920 x 1200 ,1,WINDOWS 11,12
977,979,ASUS,ZENBOOK,119990,73.0,AMD,RYZEN 7  6800U,OCTA CORE,16,16,LPDDR5,0,1024,AMD,RADEON,,13.3, 2880 x 1800 ,1,WINDOWS 11,12
978,980,ASUS,TUF,129433,65.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
979,981,ASUS,TUF,125000,68.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
980,982,LENOVO,IDEAPAD,69890,72.0,INTEL,CORE I5 10750H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
981,983,ASUS,ROG FLOW,199990,84.0,AMD,RYZEN 9  5980HS,OCTA CORE,16,32,LPDDR4X,0,1024,NVIDIA,GEFORCE GTX,4,13.4, 1920 x 1200 ,1,WINDOWS 10,12
982,984,ASUS,ROG FLOW,148490,73.0,INTEL,CORE I7 12700H,14 CORES,20,16,LPDDR5,0,512,NVIDIA,GEFORCE RTX,4,13.4, 1920 x 1200 ,1,WINDOWS 11,12
983,985,ASUS,TUF,146000,74.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,15.6, 2560 x 1440 ,0,WINDOWS 11,12
984,986,ASUS,TUF,126990,71.0,INTEL,CORE I7 12650H,10 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
985,987,ASUS,ROG FLOW,113990,74.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR5,0,512,INTEL,INTEGRATED IRIS,,13.4, 1920 x 1200 ,1,WINDOWS 11,12
986,988,ASUS,ROG FLOW,191990,72.0,INTEL,CORE I9 12900H,14 CORES,20,16,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,13.4, 3840 x 2400 ,1,WINDOWS 11,12
987,989,ASUS,ROG FLOW,304980,74.0,INTEL,CORE I9 12900H,14 CORES,20,16,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,13.4, 3840 x 2400 ,1,WINDOWS 11,12
988,990,ASUS,ROG FLOW,181990,68.0,INTEL,CORE I9 12900H,14 CORES,20,16,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,4,13.4, 1920 x 1200 ,1,WINDOWS 11,12
989,991,ACER,ASPIRE,49994,53.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
990,992,INFINIX,INBOOK,36990,49.0,INTEL,CORE I5 1035G1,QUAD CORE,8,8,LPDDR4X,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
991,993,ACER,PREDATOR,149990,78.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 2560 x 1440 ,0,WINDOWS 11,12
992,994,LENOVO,THINKBOOK,45990,60.0,AMD,RYZEN 5  5500U,HEXA CORE,12,8,DDR4,0,512,AMD,RADEON,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
993,995,LENOVO,LEGION,65000,69.0,INTEL,CORE I5 10500H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
994,996,ASUS,ROG STRIX,134990,78.0,AMD,RYZEN 9  5980HX,OCTA CORE,16,16,DDR4,0,1024,AMD,RADEON,12,15.6, 2560 x 1440 ,0,WINDOWS 11,12
995,997,INFINIX,INBOOK,47990,49.0,INTEL,CORE I7 1065G7,QUAD CORE,8,16,LPDDR4X,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
996,998,ASUS,TUF,169990,76.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,17.3, 1920 x 1080 ,0,WINDOWS 11,12
997,999,INFINIX,INBOOK,29990,45.0,INTEL,CORE I3 1005G1,DUAL CORE,4,8,LPDDR4X,0,256,INTEL,UHD,,14.0, 1920 x 1080 ,0,WINDOWS 11,12
998,1000,HP,PAVILION,72990,63.0,INTEL,CORE I5 1240P,12 CORES,16,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
999,1001,DELL,XPS,244000,0.0,INTEL,CORE I7 12700H,14 CORES,20,32,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 3840 x 2160 ,1,WINDOWS 11,12
1000,1002,ASUS,TUF,67990,68.0,AMD,RYZEN 7 4800H,OCTA CORE,16,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
1001,1003,HP,OMEN,176490,84.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,8,16.1, 2560 x 1440 ,0,WINDOWS 11,12
1002,1004,HP,BUSINESS,49799,49.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED,,14.0, 1366 x 768 ,0,DOS,12
1003,1005,DELL,ALIENWARE,207980,81.0,INTEL,CORE I7 12700H,14 CORES,20,32,LPDDR5,0,1024,NVIDIA,GEFORCE RTX,6,14.0, 1920 x 1080 ,0,WINDOWS 11,12
1004,1006,HP,VICTUS,58990,71.0,AMD,RYZEN 5 5600H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
1005,1007,LENOVO,THINKBOOK,42500,47.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,14.0, 1920 x 1080 ,0,DOS,12
1006,1008,HP,OMEN,114990,74.0,INTEL,CORE I7 12700H,14 CORES,20,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,4,16.1, 1920 x 1080 ,0,WINDOWS 11,12
1007,1009,ASUS,ROG STRIX,130990,75.0,AMD,RYZEN 7  6800H,OCTA CORE,16,16,DDR5,0,1024,NVIDIA,GEFORCE RTX,6,15.6, 1920 x 1080 ,0,WINDOWS 11,12
1008,1010,ASUS,VIVOBOOK,51990,62.0,INTEL,CORE I5 1135G7,QUAD CORE,8,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
1009,1011,ASUS,TUF,84990,68.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR5,0,512,NVIDIA,GEFORCE RTX,4,17.3, 1920 x 1080 ,0,WINDOWS 11,12
1010,1012,ASUS,VIVOBOOK,41990,57.0,INTEL,CORE I3 1115G4,DUAL CORE,4,8,DDR4,0,512,INTEL,UHD,,15.6, 1920 x 1080 ,1,WINDOWS 11,12
1011,1013,ACER,ASPIRE,54490,66.0,INTEL,CORE I5 1135G7,QUAD CORE,8,16,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
1012,1014,MSI,KATANA,96200,69.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,,0,512,NVIDIA,GEFORCE RTX,4,17.32, 1920 x 1080 ,0,WINDOWS 11,12
1013,1015,MSI,SWORD,83990,67.0,INTEL,CORE I5 12500H,12 CORES,16,16,DDR4,0,1024,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,24
1014,1016,MSI,THIN GF63,59800,71.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE GTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,24
1015,1017,MSI,THIN GF63,68500,71.0,INTEL,CORE I5 11400H,HEXA CORE,12,8,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 10,24
1016,1018,LENOVO,IDEAPAD,68990,71.0,INTEL,CORE I5 11300H,QUAD CORE,8,16,DDR4,0,512,NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
1017,1019,HP,PAVILION,61000,59.0,INTEL,CORE I5 1240P,12 CORES,16,8,DDR4,0,512,INTEL,INTEGRATED IRIS,,15.6, 1920 x 1080 ,0,WINDOWS 11,12
1018,1020,HP,VICTUS,96999,73.0,INTEL,CORE I7 11800H,OCTA CORE,16,16,DDR4,0,512,NVIDIA,GEFORCE RTX,6,16.1, 1920 x 1080 ,0,WINDOWS 11,12
1019,1021,ASUS,TUF,106271,62.0,INTEL,CORE I7 12700H,,['20 Threads'],16,DDR5,0,1024,‎NVIDIA,GEFORCE RTX,4,15.6, 1920 x 1080 ,0,WINDOWS 11,12
